,DIS,chatgpt_sentiment
2023-05-19 03:00:00,"DISNEY ALERT: Bragar Eagel & Squire, P.C. Announces that a Class Action Lawsuit Has Been Filed Against The Walt Disney Company and Encourages Investors to Contact the Firm",Neutral
2023-05-19 12:05:07,Disney nixes plans to build $1B Orlando office campus,Neutral
2023-05-19 12:36:00,"4 big analyst cuts: Walt Disney slashed to Neutral, Procter & Gamble cut to Hold",Negative
2023-05-19 12:46:37,"Cannes 2023: 'Indiana Jones and the Dial of Destiny,' Harrison Ford's search of lost time",Neutral
2023-05-19 12:51:09,"Disney fires back at DeSantis, cancels plans for $1 billion campus",Negative
2023-05-19 14:04:47,"Stocks making the biggest moves premarket: Farfetch, Deere, Applied Materials and more",Neutral
2023-05-19 17:01:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,Neutral
2023-05-19 17:51:14,Disney is reportedly preparing a standalone ESPN streaming service,Positive
2023-05-19 18:12:00,Disney nixes plans to build $1B Orlando office campus,Neutral
2023-05-19 18:34:24,"Stocks making the biggest moves midday: Foot Locker, Catalent, Occidental Petroleum & more",Neutral
2023-05-19 18:51:42,John Wick franchise tops $1 billion at global box office as Lionsgate explores splitting up,Positive
2023-05-19 19:19:50,Disney World’s “Star Wars: Galactic Starcruiser” hotel to close,Negative
2023-05-19 20:02:58,This Austin accelerator made big claims; employees and customers say it didn’t deliver,Negative
2023-05-19 20:33:50,Disney’s fight with DeSantis masks a bigger problem: Its business is struggling,Negative
2023-05-19 21:45:00,"TV’s Annual Upfronts Were Light on Stars, Heavy on Drama (and Not the Scripted Kind)",Negative
2023-05-19 22:22:00,Disney’s Star Wars Hotel Was Too Much—Even for Star Wars Fans,Negative
2023-05-19 23:25:35,DeSantis moves to disqualify judge in Disney lawsuit over Florida tax district,Neutral
2023-05-20 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-05-20 14:30:01,"Desperate for streaming profits, media giants look to a soft ad market for help",Neutral
2023-05-20 17:39:06,DeSantis asks that judge be disqualified from Disney’s free speech lawsuit,Neutral
2023-05-20 21:39:35,Florida's DeSantis seeks to disqualify judge in Disney case,Neutral
2023-05-21 14:42:00,"ROSEN, A LEADING LAW FIRM, Encourages The Walt Disney",Neutral
2023-05-21 22:01:00,"Warner Bros Discovery chief booed at Boston University graduation, videos show",Negative
2023-05-21 23:57:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,Neutral
2023-05-22 18:16:38,Disney dismisses idea of building miniparks in US,Neutral
2023-05-22 22:13:36,Ray Stevenson: Thor and Star Wars actor dies aged 58,Negative
2023-05-22 23:21:08,Paramount streaming service to merge with Showtime on June 27,Neutral
2023-05-22 23:32:49,"Disney begins third round of expected layoffs, cutting more than 2,500 additional jobs, source says",Negative
2023-05-23 02:07:34,Ron DeSantis thinks his feud with Disney will pay off. Here's why,Neutral
2023-05-23 03:44:26,Actor Jeremy Renner wants tax credits for film projects in northern Nevada but he may have to wait,Neutral
2023-05-23 04:44:57,"Ray Stevenson: Thor, Star Wars and Rome actor's career in pictures",Neutral
2023-05-23 12:45:07,How Ron DeSantis went too far,Negative
2023-05-23 16:49:43,Meta loses millions as made to sell Giphy to Shutterstock,Negative
2023-05-23 17:58:09,"Nike CEO John Donahoe says brands need to stand by their values amid DeSantis, Disney feud",Neutral
2023-05-23 20:31:11,Netflix password sharing crackdown rolls out in the U.S.,Neutral
2023-05-23 20:45:31,Netflix begins its password sharing crackdown in the US and global markets,Negative
2023-05-23 21:29:56,Ron DeSantis: Who is the Florida governor and White House contender?,Neutral
2023-05-23 22:12:00,Bud Light anti-trans backlash has some weighing potential ‘chilling effect’ on corporate LGBTQ+ support,Neutral
2023-05-23 23:25:18,Netflix expands password sharing crackdown to UK,Neutral
2023-05-24 01:56:00,Comcast to launch cable-like live-TV streaming service for $20 a month,Neutral
2023-05-24 11:46:56,Q1 Earnings Season Highlights: Top 10 Winners and Losers According to InvestingPro,Neutral
2023-05-24 13:08:48,Ron DeSantis 2024: Can he really beat Donald Trump in Republican race?,Neutral
2023-05-24 17:01:06,THE WALT DISNEY COMPANY INVESTOR ALERT: Kaplan Fox &,Neutral
2023-05-24 18:01:04,'The Little Mermaid': Disney embraces kitschy nostalgia,Positive
2023-05-24 19:03:57,Elon thinks AI could become humanity’s uber-nanny: excerpts from a dinner convo,Neutral
2023-05-24 19:37:00,Not just Disney: DeSantis brings history of business battles to the presidential campaign,Neutral
2023-05-24 21:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-05-24 21:28:05,Target on the defensive after removing LGBTQ+-themed products,Negative
2023-05-24 22:08:00,Ron DeSantis Launches Presidential Campaign After Glitchy Twitter Livestream Hosted by Elon Musk,Neutral
2023-05-24 22:31:48,Chinese tabloid attacks 'The Little Mermaid' over Halle Bailey's race,Negative
2023-05-25 00:34:00,Ron DeSantis jumps into White House race but Twitter launch marred by glitches,Neutral
2023-05-25 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-05-25 01:25:56,Will these Trump voters back DeSantis this time?,Neutral
2023-05-25 04:01:28,The campaign launch Ron DeSantis will want to forget,Negative
2023-05-25 04:12:17,Ron DeSantis gambled on Elon Musk and went bust,Negative
2023-05-25 04:27:11,Ron DeSantis Pushed Elon Musk’s Twitter to Its Breaking Point,Neutral
2023-05-25 12:07:15,DeSantis makes confused Twitter entrance into 2024 US presidential campaign,Neutral
2023-05-25 12:22:30,Target is being held hostage by an anti-LGBTQ campaign,Negative
2023-05-25 16:50:00,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders,Neutral
2023-05-25 21:42:00,"Activision, Playtika and Jam City explore innovative growth strategies for today’s mobile games",Neutral
2023-05-25 23:57:00,‘The Little Mermaid’ Review: Overlong and Under the Sea,Negative
2023-05-26 13:00:01,Disney still has plans to spend billions in Florida despite its battle with DeSantis,Positive
2023-05-26 15:00:00,The Day Streaming Died,Negative
2023-05-26 16:56:46,Disney opposes DeSantis request to disqualify judge in free speech lawsuit,Neutral
2023-05-26 19:26:28,On the road with the Republican “persuasion” candidates ,Neutral
2023-05-26 20:54:43,"ROSEN, GLOBAL INVESTOR COUSNEL, Encourages The Walt Disney",Neutral
2023-05-26 21:22:42,Disney rips DeSantis bid to disqualify judge in free speech lawsuit,Negative
2023-05-27 04:50:00,'Hot labor summer': Los Angeles unions back Hollywood writers,Positive
2023-05-27 12:00:00,Combative Consumers Change the Marketing Strategy for Target and Bud Light,Neutral
2023-05-28 03:09:17,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,Neutral
2023-05-28 21:42:00,Disney’s ‘Little Mermaid’ Tops Weekend Box Office,Positive
2023-05-29 14:00:01,"Streaming services are removing tons of movies and shows — it's not personal, it's strictly business",Neutral
2023-05-29 15:32:29,Disney’s ‘The Little Mermaid’ rakes in $117 million at the US box office on opening weekend,Positive
2023-05-29 17:14:02,Reliance’s JioCinema breaks world record with free cricket streaming,Positive
2023-05-31 00:00:59,Pride Month is a war. Brands are the battlefield.,Neutral
2023-05-31 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-05-31 04:03:25,"DeSantis kicks off presidential campaign in Iowa, calling for 'revival of American greatness'",Positive
2023-05-31 06:06:00,Global Over the Top (OTT) Market is projected to be worth,Neutral
2023-05-31 17:04:03,MLB will broadcast San Diego Padres games after Diamond Sports stops payments,Neutral
2023-05-31 17:30:00,"S+C Communications Announces New East Coast Office, Appoints Former NBA Executive Kim Mandara EVP and Managing Director",Neutral
2023-05-31 20:53:00,'The Little Mermaid's' box office will say a lot about Disney's live-action remake strategy,Neutral
2023-05-31 23:19:40,The Walt Disney Company (DIS) Investor Alert: Investors Who,Neutral
2023-06-01 01:31:39,CNBC Daily Open: Congratulations on getting through May,Positive
2023-06-01 04:48:15,Right-wing media figures are waging an anti-LGBTQ war on businesses over Pride Month,Negative
2023-06-01 08:30:01,CNBC Daily Open: We made it through May — and maybe the debt ceiling too,Neutral
2023-06-01 13:00:00,Join the network America relies on starting at $25/line,Neutral
2023-06-01 16:12:42,Verizon offers exclusive savings via myPlan perks and,Neutral
2023-06-01 16:25:25,Over The Top Devices And Services Global Market Report,Neutral
2023-06-01 16:34:00,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders,Neutral
2023-06-02 02:12:00,"ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages The Walt",Neutral
2023-06-02 02:28:57,Meta asks office workers to return to in-person work,Neutral
2023-06-02 15:00:00,Spider-Man: Across the Spider-Verse Is Everything the MCU Is Missing,Positive
2023-06-02 18:14:31,Disney lawsuit judge removes himself from case but not for reasons cited by DeSantis,Neutral
2023-06-03 06:25:28,"Report of Wuhan-Disney talks was fake, Chinese official media says",Negative
2023-06-03 18:02:00,Exclusive-Walt Disney's Pixar targets 'Lightyear' execs among 75 job cuts,Negative
2023-06-03 19:59:31,Exclusive: Walt Disney's Pixar targets 'Lightyear' execs among 75 job cuts,Negative
2023-06-04 16:44:00,"Hollywood directors reach labor pact, writers remain on strike",Neutral
2023-06-04 17:16:22,Disney struggles to control strikes at Paris park as employees continue wage battle,Negative
2023-06-04 17:46:59,"'Spider-Man: Across the Spider-Verse' opens to $120.5 million, second-highest debut of 2023",Positive
2023-06-05 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-06-05 13:00:22,"What to stream this week: Janelle Monáe, a Cheetos origin story, Diablo IV and ‘Avatar’",Neutral
2023-06-05 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-06-05 17:06:00,DIS LAWSUIT ALERT: Levi & Korsinsky Notifies The Walt,Neutral
2023-06-05 17:45:38,Former vice president Pence files paperwork to launch 2024 presidential bid in challenge to Trump,Neutral
2023-06-05 20:03:24,Directors Guild's deal with Hollywood doesn't necessarily foreshadow end to writers strike,Neutral
2023-06-05 20:26:28,"Apple just announced its first major product since 2014: The Vision Pro for $3,499",Positive
2023-06-05 20:52:44,Disney+ will be available on the Apple Vision Pro at launch,Positive
2023-06-05 21:00:29,"Apple’s $3,499 Vision Pro AR headset is finally here",Positive
2023-06-05 22:02:57,Apple's Vision Pro headset will launch with Disney+ streaming,Positive
2023-06-06 01:06:06,Apple’s New Vision Pro: What Fashion Needs to Know,Positive
2023-06-06 01:44:09,Meta's heated rivalry with Apple enters new phase as the tech giants go after headsets,Neutral
2023-06-06 02:48:38,"Here's what Apple unveiled at WWDC: Vision Pro, 15-inch MacBook Air, OS updates",Positive
2023-06-06 11:03:24,‘The Little Mermaid’ tanks in China and South Korea amid racist backlash from some viewers,Negative
2023-06-06 13:00:00,The Corporate Metaverse Was on Life Support. Apple May or May Not Change That.,Neutral
2023-06-06 13:22:04,Nikki Haley’s pitch: Ron DeSantis isn’t different enough from Donald Trump,Neutral
2023-06-06 18:13:06,I tried Apple’s new headset. Here’s what it’s like to use,Neutral
2023-06-06 20:03:35,"Apple's next challenge: It needs apps for its Vision Pro headset, but it's not on sale yet",Neutral
2023-06-06 20:27:06,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",Neutral
2023-06-07 13:57:12,The rivalry between Meta and Apple is moving to a new playing field: virtual reality,Neutral
2023-06-07 14:12:38,PGA Tour-LIV Golf merger is a major win for the Saudis — and Americans are slamming it,Negative
2023-06-07 16:40:04,Strikes are the newest attraction at Disneyland Paris,Neutral
2023-06-07 17:40:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,Neutral
2023-06-07 19:07:00,Amazon reportedly eyes ad-tier of Prime Video streaming service: WSJ,Neutral
2023-06-07 19:50:56,‘Star Wars: Ahsoka’ will debut on Disney+ on August 23,Neutral
2023-06-07 21:21:31,Amazon is reportedly planning to launch an ad-supported tier on Prime Video,Neutral
2023-06-08 00:33:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,Neutral
2023-06-08 14:36:19,Captify To Track Environmental Impact Of Online Ads,Neutral
2023-06-09 09:44:00,Disney bets on free mobile cricket streaming in India in battle with JioCinema,Positive
2023-06-09 15:09:06,Disney’s Hotstar to offer free mobile cricket streaming in India to take on Reliance’s JioCinema,Neutral
2023-06-09 17:01:00,DIS LAWSUIT ALERT: Levi & Korsinsky Notifies The Walt,Neutral
2023-06-09 18:07:55,Glancy Prongay & Murray LLP Reminds Investors of Looming,Neutral
2023-06-09 19:05:24,"Netflix, Amazon, Disney-backed group protests India's tobacco rules",Negative
2023-06-10 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-06-11 15:17:00,This week in tech: A tepid response to Apple's Vision Pro; SEC vs. Coinbase,Neutral
2023-06-12 16:35:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,Neutral
2023-06-12 16:37:12,"Google and OpenAI limit A.I. chatbots in Hong Kong amid China tensions, report says",Negative
2023-06-13 16:38:01,Saudi Arabia's PGA merger is likely just the beginning for the kingdom when it comes to pro sports investments,Positive
2023-06-13 23:25:14,"Disney delays Avatar, Marvel and Star Wars movies as it shuffles releases",Neutral
2023-06-14 01:05:09,Avatar 3 and Avengers: The Kang Dynasty pushed back by Disney,Neutral
2023-06-14 01:16:42,Amazon cloud services back up after big outage hits thousands of users,Positive
2023-06-14 16:29:00,DIS SHAREHOLDER ALERT: Jakubowitz Law Reminds Disney,Neutral
2023-06-14 18:01:43,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",Neutral
2023-06-15 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-06-15 13:00:01,Disney looks to get out of animation rut with Pixar's 'Elemental',Positive
2023-06-15 13:00:40,Metaverse Investing Has Slowed. Can Apple Save It?,Neutral
2023-06-15 14:30:00,Glancy Prongay & Murray LLP Reminds Investors of Looming,Neutral
2023-06-15 15:00:00,Amazon’s ‘Hey Disney!’ voice assistant is now available,Neutral
2023-06-15 22:20:30,Disney finance chief Christine McCarthy to step down as Iger reshapes the company,Neutral
2023-06-15 22:23:00,Disney CFO McCarthy to step down for family medical leave,Neutral
2023-06-15 22:28:30,Disney CFO Christine McCarthy steps down,Neutral
2023-06-15 22:39:00,Disney Finance Chief Christine McCarthy to Step Down,Neutral
2023-06-16 15:32:33,Disney CFO takes leave of absence,Neutral
2023-06-16 17:11:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,Neutral
2023-06-18 13:48:50,"Africa's music needs it digital distribution, says Spotify",Positive
2023-06-20 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-06-20 15:09:09,"Video shows Ukraine commander, and Baby Yoda steals the show",Neutral
2023-06-20 15:30:00,Aspen Ideas Festival Releases 2023 Agenda,Neutral
2023-06-20 18:10:19,"Investigation Alert DIS, TGT, MARA, RDW: Johnson Fistel,",Neutral
2023-06-20 22:54:08,"'Dahmer' producer Ryan Murphy plans to leave Netflix for Disney, Bloomberg reports",Neutral
2023-06-21 01:31:22,"If US companies 'go woke', do they really go broke?",Neutral
2023-06-21 05:31:00,Disney's diversity chief Latondra Newton leaves firm,Neutral
2023-06-21 13:00:00,"Every Black Mirror Episode, From Worst to Best",Neutral
2023-06-21 15:19:54,Marvel criticized for using AI to make ‘Secret Invasion’ opening credits,Negative
2023-06-21 16:16:00,"DEADLINE ALERT for IEP, BYND, DIS, and STEM: The Law",Neutral
2023-06-21 18:20:32,"Stocks making the biggest moves midday: Dollar Tree, Amazon, FedEx and more",Neutral
2023-06-23 20:13:57,Grindr went public 7 months ago. Here's what's happened since then,Neutral
2023-06-24 01:24:14,Disney caught up in the American culture war,Neutral
2023-06-24 05:21:51,Directors Guild of America votes to ratify new contract with studios,Positive
2023-06-25 01:04:45,Can we stop being tricked into subscriptions?,Negative
2023-06-25 13:00:01,Legacy media companies enter dark times as failures mount and Netflix rises again,Negative
2023-06-25 18:44:24,Warner Bros. needs to stop copying Disney and let its superheroes fly solo,Neutral
2023-06-26 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-06-26 02:38:49,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates,Neutral
2023-06-26 12:25:00,Kartoon Studios Transfers Listing to NYSE American – Begins,Neutral
2023-06-26 23:16:33,"DeSantis asks federal judge to dismiss Disney suit, claiming broad immunity",Neutral
2023-06-28 14:26:38,A comprehensive list of 2023 tech layoffs,Negative
2023-06-29 01:27:00,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",Neutral
2023-06-29 08:03:11,"Taiwanese jeweller Aluxe opens first SEA store, in Singapore",Positive
2023-06-29 12:09:00,4 big analyst cuts: Disney slashed at KeyBanc amid 'meaningful uncertainty',Negative
2023-06-29 14:08:00,"Micron, Bank of America, Apple rise premarket; Walt Disney, Pfizer fall",Neutral
2023-06-29 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-06-29 19:13:00,Indiana Jones and the Last Movie: Why archaeologists say he’s ancient history,Neutral
2023-06-30 12:00:01,"Indiana Jones hits theaters for one last adventure, but box office prospects look shaky",Negative
2023-06-30 12:24:00,Hollywood faces possible second strike as actors' talks near deadline,Neutral
2023-06-30 14:18:15,California is about to give Hollywood studios a lucrative tax deal during the writers’ strike,Negative
2023-06-30 14:23:27,Disney: the ‘Game of Thrones’ C-suite,Neutral
2023-06-30 17:38:46,ESPN lays off about 20 on-air personalities including NBA analysts Jeff Van Gundy and Jalen Rose,Negative
2023-06-30 18:07:28,"Actors poised to go on strike against studios, streaming services",Negative
2023-06-30 20:09:13,ESPN lays off on-air talent including NBA analyst Van Gundy,Negative
2023-06-30 20:23:00,"ESPN Lays Off Jeff Van Gundy, Jalen Rose and Other On-Air Talent in Cost-Cutting Move",Negative
2023-07-01 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-07-01 02:49:00,Disney accused in lawsuit of 'systematically' paying women less than men in California,Negative
2023-07-01 04:44:06,"Actors delay potential strike against studios and streaming services, extending contract negotiations",Neutral
2023-07-02 00:13:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,Neutral
2023-07-02 16:12:51,100 million Squishmallows sold in a year — How the toy sensation joined Warren Buffett's conglomerate,Neutral
2023-07-03 15:35:19,"Tiny acquires HappyFunCorp, the prolific firm that’s built apps for Twitter, Amazon and more, for $30M",Neutral
2023-07-04 14:00:01,The 2023 movie box office will need a strong second half after an inconsistent first six months,Neutral
2023-07-05 15:06:00,Glancy Prongay & Murray LLP Reminds Investors of Looming,Neutral
2023-07-05 16:26:57,How A.I. took center stage in the Hollywood writers' strike,Neutral
2023-07-05 16:33:58,Stephen A. Smith speaks out about ESPN’s layoffs: ‘I could be next’,Neutral
2023-07-05 19:33:42,Coco Lee: Disney star and pop singer dies at 48,Negative
2023-07-06 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-07-06 03:07:07,"Coco Lee, Hong Kong-born singer-songwriter, dies at 48",Negative
2023-07-06 09:35:52,Coco Lee: The pioneering singer who charmed the world,Positive
2023-07-06 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-07-07 02:51:38,Cramer's Lightning Round: Ferrari is a 'true juggernaut',Positive
2023-07-07 13:00:00,How Indiana Jones and the Dial of Destiny De-Aged Harrison Ford,Neutral
2023-07-08 12:02:00,San Francisco's new venture capital hotspot: a national park a world away from downtown,Positive
2023-07-08 17:02:08,The week in AI: Generative AI spams up the web,Negative
2023-07-09 04:15:00,"AI can't replace Mickey Mouse, says voice of Disney mascot",Neutral
2023-07-09 15:00:20,"'When I become a mermaid I put all my problems aside, I'm in a bubble of peace'",Positive
2023-07-09 19:19:01,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,Neutral
2023-07-10 15:40:00,Ubisoft further strengthens its Board with the proposed,Positive
2023-07-11 00:29:58,Charter will offer a cheaper cable TV option without sports to reflect changing landscape,Neutral
2023-07-11 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-07-11 11:00:00,How Lowes Foods uses digital to supercharge its unique shopping experience,Neutral
2023-07-11 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-07-11 14:31:28,Fran Drescher criticized for Dolce & Gabbana Italy trip as actors strike deadline approaches,Negative
2023-07-11 16:36:05,PGA Tour officials defend LIV Golf deal in Senate hearing,Neutral
2023-07-11 22:27:00,Disney Explores Strategic Options for India Business,Neutral
2023-07-12 01:17:00,The mega-strike that could take down Hollywood,Negative
2023-07-12 03:00:00,"Hollywood studios, actors agree to mediation as strike deadline looms",Neutral
2023-07-12 06:29:20,"Actors union agrees to 11th hour mediation effort, but strike still looms",Neutral
2023-07-12 08:12:37,"Disney exploring sale or partners for India business, source says",Neutral
2023-07-12 15:00:14,"After a worrying decline in 2022, consumer spending on apps returns to record growth",Positive
2023-07-12 15:32:26,Actors are poised to go on strike against studios and streaming services,Neutral
2023-07-12 17:44:07,"Actors strike looms as midnight deadline approaches, union slams producers' tactics",Negative
2023-07-12 18:59:26,'Succession' leads at Emmys with 27 nominations,Positive
2023-07-12 23:00:13,"Disney extends CEO Bob Iger’s contract through 2026, two years longer than planned",Positive
2023-07-12 23:15:00,Disney extends CEO Bob Iger's contract through 2026,Positive
2023-07-12 23:20:12,Disney extends CEO Bob Iger’s contract through 2026,Positive
2023-07-12 23:56:32,Disney extends CEO Bob Iger's contract through 2026,Positive
2023-07-13 00:50:00,Dow futures rise ahead of PPI data; PepsiCo lifts  FY forecast,Positive
2023-07-13 01:56:38,CNBC Daily Open: Prices are low and markets are high,Positive
2023-07-13 09:47:30,Actors set to strike after talks with major studios and streaming services fail,Negative
2023-07-13 10:07:00,"Hollywood actors poised to strike, join writers on picket lines",Neutral
2023-07-13 11:58:00,"U.S. PPI ahead, China trade data disappoints - what's moving markets",Neutral
2023-07-13 12:06:00,Futures point to more gains on Wall St as inflation eases,Positive
2023-07-13 12:07:56,"'Sound of Freedom,' a film about the fight against child sex trafficking, galvanizes conspiracy circles",Neutral
2023-07-13 13:01:33,Hollywood actors prepare to go on strike alongside screenwriters,Neutral
2023-07-13 13:57:00,"Midday movers: PepsiCo, Walt Disney, Delta Air Lines and more",Neutral
2023-07-13 14:16:56,Disney could soon sell its TV assets as Iger says business 'may not be core' to the company,Neutral
2023-07-13 14:22:25,"Stocks making the biggest moves premarket: Delta Air Lines, PepsiCo, MillerKnoll and more",Neutral
2023-07-13 14:49:00,Disney CEO Bob Iger says he’s open to selling ABC and its cable networks – but not ESPN,Neutral
2023-07-13 14:52:21,"Disney is open to finding a new strategic partner for ESPN, Iger says",Neutral
2023-07-13 15:17:10,"Disney pulling back on making Marvel, Star Wars content, Iger says",Neutral
2023-07-13 18:17:07,"Stocks making the biggest moves midday: Nvidia, Carvana, Disney, Amazon and more",Neutral
2023-07-13 18:29:51,How the actors strike will affect your favorite movies and TV shows,Neutral
2023-07-13 19:06:20,‘Nobody was there’: What’s behind the summer slump at Disney World and Universal Orlando,Neutral
2023-07-13 20:05:01,Why Republican lawmakers are going after Target,Neutral
2023-07-13 21:16:02,"Actors union will join writers on strike, shutting down Hollywood",Negative
2023-07-13 21:33:45,SAG-AFTRA actors union goes on strike,Neutral
2023-07-13 22:32:35,Hollywood actors join screenwriters in historic industry-stopping strike,Neutral
2023-07-13 22:50:23,Which movies and TV shows are impacted by the Hollywood strike?,Neutral
2023-07-13 22:54:41,SAG strike: Hollywood actors announce major walkout,Neutral
2023-07-13 23:00:23,Sound of Freedom: An unlikely - and controversial - summer movie hit,Neutral
2023-07-14 08:30:01,CNBC Daily Open: The S&P 500 may hit a record high,Positive
2023-07-14 09:56:46,"Exclusive: Worried about obscenity, India asks streamers for content checks",Neutral
2023-07-14 10:59:00,"'Pay up!:' Hollywood actors, writers team on picket lines",Neutral
2023-07-14 11:06:40,"Pro Research of the Week: Forget Netflix, Here's the Streaming Stock to Consider",Neutral
2023-07-14 11:26:18,Hollywood strike: Actors fear being 'replaced by machines',Negative
2023-07-14 11:59:00,"Bank earnings, Microsoft-Activision deal latest - what's moving markets",Neutral
2023-07-14 12:19:18,"Who is Fran Drescher, the sitcom star taking on Hollywood?",Neutral
2023-07-14 13:01:01,The Nasdaq-100 index is getting a makeover,Neutral
2023-07-14 13:54:00,"JPMorgan, Wells Fargo and Microsoft rise premarket; AT&T and Alcoa fall",Neutral
2023-07-14 15:02:39,"Gamified e-learning platform Kahoot gets acquired in a $1.7B deal led by Goldman Sachs, Lego and more",Positive
2023-07-15 01:55:08,SAG strike upends films and shows beyond Hollywood,Neutral
2023-07-15 02:37:06,Republican prosecutors target corporate diversity programmes,Neutral
2023-07-15 03:21:15,SAG strike: Why Hollywood actors have walked off set,Neutral
2023-07-15 13:30:01,"Where have all the billion-dollar movies gone? So far, only Mario's been super this year",Neutral
2023-07-17 01:30:41,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",Neutral
2023-07-17 12:00:00,Hollywood’s Future Belongs to People—Not Machines,Positive
2023-07-17 12:00:01,"The media industry is in turmoil, and that's not changing any time soon",Negative
2023-07-17 12:10:34,"Netflix shielded from Hollywood strike by global crew, strong pipeline",Positive
2023-07-17 13:45:30,Actors' strike: Mark Ruffalo says cut out Hollywood 'fat cats',Neutral
2023-07-17 13:55:32,Why celebrities are on strike: Not every actor makes Tom Cruise money,Neutral
2023-07-17 18:00:00,"Billionaire Warns Hollywood Faces ""Absolute Collapse"" If Strike Isn't Resolved",Negative
2023-07-17 19:00:00,Paramount Falls On 'Mission: Impossible' Box Office Miss; Sound Of Freedom Outperforms,Negative
2023-07-17 23:20:00,Disney Beclowns Itself After Calling Leaked Snow White Pics 'Fake',Negative
2023-07-18 08:00:19,Sylvera banks $57M to put carbon offsetting on a path to Net Zero,Positive
2023-07-18 12:00:00,The Future of Children’s Television Isn’t Television,Neutral
2023-07-18 13:57:34,Why brands actually benefit from staying true to their cultural roots,Positive
2023-07-18 14:21:47,Peacock is getting its first-ever price hike,Negative
2023-07-18 17:11:47,Retailers tap into Barbie's sparkle and hot pink as they try to get thrifty consumers to spend,Positive
2023-07-18 19:00:00,Fable unveils Showrunner AI to create South Park-like TV shows with you as the star,Positive
2023-07-19 03:59:09,Bob Iger moves to calm Disney staff after sparking ‘high anxiety’ over potential sale of TV assets,Neutral
2023-07-19 12:00:00,The Indie Title That Could Make or Break Netflix Games,Neutral
2023-07-19 17:16:37,"Netflix gets rid of cheapest basic ad-free option in the U.S., U.K.",Negative
2023-07-19 18:03:13,Rick Fox gets concrete about planet-friendly cement at Disrupt 2023,Neutral
2023-07-19 18:05:01,"Little Cinema Digital Expands Use of Verimatrix Streamkeeper, Leads Ever-Expanding Digitization of Hollywood Premieres",Neutral
2023-07-19 18:05:29,Universal under investigation after it trimmed trees that shaded SAG-AFTRA protesters,Neutral
2023-07-19 23:07:40,Netflix earnings showcase strength as the rest of the media industry struggles,Positive
2023-07-20 02:55:00,Do The Actor And Writer Strikes Actually Help Woke Hollywood Cover Up Its Failures?,Neutral
2023-07-20 03:08:00,"Starbucks teams up with Blackpink, betting on the power of K-pop",Positive
2023-07-20 13:09:57,Behind Paramount’s Decision to Block Vice’s Controversial DeSantis Documentary,Neutral
2023-07-20 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-07-20 15:00:33,First sneak peek at the judges for Startup Battlefield at TechCrunch Disrupt 2023,Positive
2023-07-20 16:00:39,"Netflix Continues to Cut Offerings, Grows by 6 Million Subscribers",Negative
2023-07-20 18:00:00,Don’t Ask Dumb Robots If AI Will Destroy Humanity,Negative
2023-07-20 20:41:00,Netflix falls as benefits from password-sharing crackdown to take time,Negative
2023-07-21 11:30:00,How Hollywood Will Promote Films and TV Shows Without Stars (or Major Influencers),Neutral
