,DIS,processed_text,bert_sentiment
2023-05-10 23:10:07,Disney+ and Hulu content to combine into one streaming app,disney hulu content combine one streaming app,Positive
2023-05-10 23:13:14,Disney CEO Bob Iger praises rival Universal's 'Super Mario Bros. Movie',disney ceo bob iger praises rival universal super mario bros movie,Positive
2023-05-10 23:40:13,Disney shares slip as company loses streaming subscribers,disney shares slip company loses streaming subscribers,Negative
2023-05-10 23:43:00,Disney CEO wonders about continued investment in Florida's Walt Disney World Resort,disney ceo wonders continued investment florida walt disney world resort,Positive
2023-05-10 23:51:54,Iger hammers Florida 'retaliation' on Disney's earnings call,iger hammers florida taliation disney earnings call,Negative
2023-05-11 00:18:27,"The streaming wars are over, and it's time for media to figure out what's next",streaming wars time media figure next,Negative
2023-05-11 00:39:00,Disney Makes Tough but Necessary Choices on Streaming,disney makes tough necessary choices streaming,Positive
2023-05-11 01:44:17,CNBC Daily Open: Slowing inflation didn't excite investors,cnbc daily open slowing inflation excite investors,Negative
2023-05-11 01:46:58,Disney CEO questions continued Florida investment in clash with DeSantis,disney ceo questions continued florida investment clash desantis,Positive
2023-05-11 05:07:36,"Good Empire's Andre Eikmeier shares the emotions, difficult decisions & doubts every founder faces as the fight to save their startup - and what he did next",good empire andre eikmeier shares emotions difficult decisions doubts every founder faces fight save startup next,Positive
2023-05-11 05:53:39,Disney+ streaming service loses 4m subscribers in first quarter,disney streaming service loses subscribers first quarter,Negative
2023-05-11 07:16:01,Disney’s Hotstar loses 8.4 million subscribers as Ambani’s JioCinema ascends,disneys hotstar loses million subscribers ambanis jiocinema ascends,Negative
2023-05-11 08:30:01,CNBC Daily Open: April's better-than-feared CPI didn't excite investors,cnbc daily open april betterthanfeared cpi excite investors,Negative
2023-05-11 10:49:00,"Dow drops over 350 points as Disney sinks, regional-bank troubles re-emerge",dow drops points disney sinks regionalbank troubles reemerge,Negative
2023-05-11 11:10:00,"U.S. PPI, Disney+ subscribers flee, Yellen's new warning - what's moving markets",us ppi disney subscribers flee yellen new warning moving markets,Negative
2023-05-11 11:13:00,"Dow, S&P 500 dragged down by Disney; PacWest leads regional bank rout",dow sp dragged disney pacwest leads regional bank rout,Negative
2023-05-11 12:24:00,"Dow futures edge lower; Disney results, PPI data in focus",dow futures edge lower disney results ppi data focus,Neutral
2023-05-11 13:30:05,Unlocking the M&A code: 5 factors that can make (or break) a deal,unlocking code factors make break deal,Positive
2023-05-11 14:04:59,Bob Iger to Ron DeSantis: Does Florida want our jobs and taxes or not?,bob iger ron desantis florida want jobs taxes,Negative
2023-05-11 14:12:17,"Stocks making the biggest moves premarket: PacWest, Disney, Robinhood and more",stocks making biggest moves premarket pacwest disney robinhood,Positive
2023-05-11 14:41:18,Remote and hybrid work look set to continue across Europe,remote hybrid work look set continue across europe,Positive
2023-05-11 16:03:05,Disney shares fall on jitters over streaming subscriber losses,disney shares fall jitters streaming subscriber losses,Negative
2023-05-11 16:24:48,Disney shares sink after the company reports streaming subscriber losses,disney shares sink company reports streaming subscriber losses,Negative
2023-05-11 16:31:00,"U.S. stocks were mixed after Disney's earnings, inflation data",us stocks mixed disney earnings inflation data,Negative
2023-05-11 17:15:52,"Disney to cut back streaming content as subscriber count slumps, CFO says",disney cut back streaming content subscriber count slumps cfo says,Negative
2023-05-11 17:56:52,Disney CEO Bob Iger Accuses Florida Officials of Spreading False Narrative Amid Ongoing Feud with Governor Ron DeSantis,disney ceo bob iger accuses florida officials spreading false narrative amid ongoing feud governor ron desantis,Negative
2023-05-11 18:30:00,"Stocks making the biggest moves midday: Peloton, Beyond Meat, Alphabet, PacWest &  more",stocks making biggest moves midday peloton beyond meat alphabet pacwest,Positive
2023-05-11 19:38:00,Disney Stock Tumbles as Streaming Losses Spook Investors,disney stock tumbles streaming losses spook investors,Negative
2023-05-11 22:06:00,"Stock market today: Dow dips on Disney dive, but Google flexes muscle to lift tech",stock market today dow dips disney dive google flexes muscle lift tech,Neutral
2023-05-11 22:10:00,"Consumer sentiment, debt ceiling, Fed speaker: 3 things to watch",consumer sentiment debt ceiling fed speaker things watch,Positive
2023-05-11 22:18:00,Stocks Mixed Despite Slowing Inflation Data,stocks mixed despite slowing inflation data,Neutral
2023-05-12 01:45:45,Asia markets to trade mixed as U.S. inflation shows more signs of easing,asia markets trade mixed us inflation shows signs easing,Neutral
2023-05-12 01:48:52,CNBC Daily Open: Bank fears overshadowed positive inflation signals,cnbc daily open bank fears overshadowed positive inflation signals,Negative
2023-05-12 06:35:54,Oklahoma governor wages war on PBS station after claiming it is indoctrinating children with LGBTQ content,oklahoma governor wages war pbs station claiming indoctrinating children lgbtq content,Negative
2023-05-12 14:00:08,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-05-12 20:30:13,Netflix reportedly plans to cut spending by $300 million this year,netflix reportedly plans cut spending million year,Negative
2023-05-13 02:30:00,DIS INVESTOR ALERT: Robbins Geller Rudman & Dowd LLP Files Class Action Lawsuit Against The Walt Disney Company and Announces Opportunity for Investors with Substantial Losses to Lead the Disney Class Action Lawsuit,dis investor alert robbins geller rudman dowd llp files class action lawsuit walt disney company announces opportunity investors substantial losses lead disney class action lawsuit,Negative
2023-05-13 09:47:00,"Indian billionaire Ambani's JioCinema unveils pricing in fight with Netflix, Disney",indian billionaire ambani jiocinema unveils pricing fight netflix disney,Positive
2023-05-13 10:02:07,"Indian billionaire Ambani's JioCinema unveils pricing in fight with Netflix, Disney",indian billionaire ambani jiocinema unveils pricing fight netflix disney,Positive
2023-05-13 10:33:20,"Indian billionaire Ambani's JioCinema announces premium pricing to take on Netflix, Disney",indian billionaire ambani jiocinema announces premium pricing take netflix disney,Positive
2023-05-13 20:00:34,"This Week in Apps: Google I/O 2023 recap; Android, apps and AI; Twitter’s new CEO",week apps google io recap android apps ai twitters new ceo,Positive
2023-05-14 14:00:01,China's recovery lifts U.S. companies' sales as domestic consumers pull back spending,china recovery lifts us companies sales domestic consumers pull back spending,Negative
2023-05-15 10:50:40,Vice Media files for bankruptcy protection,vice media files bankruptcy protection,Negative
2023-05-15 11:08:44,Vice Media files for bankruptcy protection ahead of sale,vice media files bankruptcy protection ahead sale,Negative
2023-05-15 12:00:01,Here's what media giants face as they try to charm advertisers this week,media giants face try charm advertisers week,Positive
2023-05-15 13:40:00,"Newmont, Magellan Midstream, Ford and Meta rise premarket; ONEOK falls",newmont magellan midstream ford meta rise premarket oneok falls,Negative
2023-05-15 13:57:16,Choose France summit: 2023 edition sees record harvest of foreign investments,choose france summit edition sees record harvest foreign investments,Positive
2023-05-15 15:40:00,"South Africa OTT and Pay TV Market Forecasts Report, 2022, 2023 & 2028 Featuring Netflix, Amazon, Disney, Apple, StarzPlay, Shahid VIP, & OSN - ResearchAndMarkets.com",south africa ott pay tv market forecasts report featuring netflix amazon disney apple starzplay shahid vip osn researchandmarketscom,Positive
2023-05-15 15:47:00,"DIS EQUITY ALERT: ROSEN, A LEADING NATIONAL FIRM, Encourages The Walt Disney Company Investors to Secure Counsel Before Important Deadline in Securities Class Action – DIS",dis equity alert rosen leading national firm encourages walt disney company investors secure counsel important deadline securities class action dis,Negative
2023-05-15 15:47:32,"Mena Massoud criticized over remarks on The Little Mermaid box office collections, deactivates Twitter account in response",mena massoud criticized remarks little mermaid box office collections deactivates twitter account response,Negative
2023-05-15 18:41:00,Streaming nirvana is about to become more expensive — and offer less content,streaming nirvana become expensive offer less content,Negative
2023-05-15 21:11:17,Florida teacher Jenna Barbee says she faces investigation for playing Disney movie,florida teacher jenna barbee says faces investigation playing disney movie,Negative
2023-05-15 21:27:58,'Guardians of the Galaxy: Vol. 3' had best second weekend box office hold for MCU in 5 years,guardians galaxy vol best second weekend box office hold mcu years,Positive
2023-05-15 22:52:06,U.S. Virgin Islands issued subpoena to Elon Musk in Jeffrey Epstein lawsuit,us virgin islands issued subpoena elon musk jeffrey epstein lawsuit,Negative
2023-05-16 02:42:00,The Law Offices of Frank R. Cruz Announces Investigation of The Walt Disney Company (DIS) on Behalf of Investors,law offices frank cruz announces investigation walt disney company dis behalf investors,Negative
2023-05-16 10:17:21,Hong Kong Disneyland saw HK$2.1 billion net loss in 2022 amid 6 month closure.,hong kong disneyland saw hk billion net loss amid month closure,Negative
2023-05-17 12:00:04,Cinema's return to the good old days,cinema return good old days,Positive
2023-05-17 14:36:00,"Torrid CFO, COO resigns after 8 months",torrid cfo coo resigns months,Negative
2023-05-17 15:30:00,INVESTOR ALERT: Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of The Walt Disney Company (DIS) Investors,investor alert law offices howard smith announces filing securities class action behalf walt disney company dis investors,Negative
2023-05-17 15:56:21,Global Movies and Entertainment Market to Reach $110.7,global movies entertainment market reach,Positive
2023-05-17 16:09:38,"Disney+ changes up its release model, plans to launch all ‘Echo’ episodes at once",disney changes release model plans launch echo episodes,Positive
2023-05-17 21:33:40,"Federal Judge Grants U.S. Virgin Islands Subpoena to Elon Musk, Demanding Documents Related to Jeffrey Epstein and JPMorgan Chase",federal judge grants us virgin islands subpoena elon musk demanding documents related jeffrey epstein jpmorgan chase,Negative
2023-05-18 12:00:00,"Pete Buttigieg Loves God, Beer, and His Electric Mustang",pete buttigieg loves god beer electric mustang,Positive
2023-05-18 13:00:00,Fast X Is the Fanfic We All Deserve,fast fanfic deserve,Positive
2023-05-18 13:00:26,Have Tech Jobs Lost Their Luster?,tech jobs lost luster,Negative
2023-05-18 14:30:00,GE Changes Finance Chief in Midst of Company Breakup,ge changes finance chief midst company breakup,Negative
2023-05-18 16:00:08,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-05-18 16:09:44,YouTube is bringing 30-second unskippable ads to TVs,youtube bringing second unskippable ads tvs,Negative
2023-05-18 16:14:52,How top execs get a bigger tax break on retirement savings than the rest of us,top execs get bigger tax break retirement savings rest us,Positive
2023-05-18 16:25:00,Supreme Court Rules Andy Warhol’s Image of Prince Breaches Copyright Laws,supreme court rules andy warhols image prince breaches copyright laws,Negative
2023-05-18 16:30:00,"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of The Walt Disney Company (DIS) Investors",glancy prongay murray llp leading securities fraud law firm announces filing securities class action behalf walt disney company dis investors,Negative
2023-05-18 16:37:00,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders,shareholder alert gross law firm notifies shareholders,Negative
2023-05-18 18:22:23,Netflix stock jumps 10% as it boasts ad-tier growth,netflix stock jumps boasts adtier growth,Positive
2023-05-18 20:15:00,Disney Ends Nearly $900 Million Plan to Relocate Thousands of Employees to New Florida Campus,disney ends nearly million plan relocate thousands employees new florida campus,Negative
2023-05-18 20:15:01,"Disney scraps plans for new Florida campus, mass employee relocation amid DeSantis feud",disney scraps plans new florida campus mass employee relocation amid desantis feud,Negative
2023-05-18 20:45:57,Disney is scrapping plans for a new $1 billion Florida campus,disney scrapping plans new billion florida campus,Negative
2023-05-18 21:25:11,Disney scraps plans for new Florida campus as fight with Gov. Ron DeSantis continues,disney scraps plans new florida campus fight gov ron desantis continues,Positive
2023-05-18 22:20:44,Disney Abandons $1 Billion Florida Campus Plan Amidst Feud with DeSantis,disney abandons billion florida campus plan amidst feud desantis,Negative
2023-05-18 22:38:27,Disney abandons Florida employee campus project amidst feud with Governor Ron Desantis,disney abandons florida employee campus project amidst feud governor ron desantis,Negative
2023-05-18 23:09:36,Disney scraps $867m Florida plan amid Ron DeSantis feud,disney scraps florida plan amid ron desantis feud,Negative
2023-05-18 23:19:19,"Disney cancels plans for $1 bln campus, 2,000 jobs in Florida",disney cancels plans bln campus jobs florida,Negative
2023-05-18 23:31:33,ESPN Will Soon be a Full-Blown Streaming Service,espn soon fullblown streaming service,Positive
2023-05-19 00:09:31,Disney to close Star Wars hotel that opened in Florida last year,disney close star wars hotel opened florida last year,Positive
2023-05-19 02:02:00,Here are the 27 Disney+ and Hulu shows that appear set to be removed next week,disney hulu shows appear set removed next week,Negative
2023-05-19 03:00:00,"DISNEY ALERT: Bragar Eagel & Squire, P.C. Announces that a Class Action Lawsuit Has Been Filed Against The Walt Disney Company and Encourages Investors to Contact the Firm",disney alert bragar eagel squire pc announces class action lawsuit filed walt disney company encourages investors contact firm,Negative
2023-05-19 12:05:07,Disney nixes plans to build $1B Orlando office campus,disney nixes plans build orlando office campus,Negative
2023-05-19 12:36:00,"4 big analyst cuts: Walt Disney slashed to Neutral, Procter & Gamble cut to Hold",big analyst cuts walt disney slashed neutral procter gamble cut hold,Negative
2023-05-19 12:46:37,"Cannes 2023: 'Indiana Jones and the Dial of Destiny,' Harrison Ford's search of lost time",cannes indiana jones dial destiny harrison ford search lost time,Positive
2023-05-19 12:51:09,"Disney fires back at DeSantis, cancels plans for $1 billion campus",disney fires back desantis cancels plans billion campus,Negative
2023-05-19 14:04:47,"Stocks making the biggest moves premarket: Farfetch, Deere, Applied Materials and more",stocks making biggest moves premarket farfetch deere applied materials,Positive
2023-05-19 17:01:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,dis alert klein law firm announces lead plaintiff,Negative
2023-05-19 17:51:14,Disney is reportedly preparing a standalone ESPN streaming service,disney reportedly preparing standalone espn streaming service,Positive
2023-05-19 18:12:00,Disney nixes plans to build $1B Orlando office campus,disney nixes plans build orlando office campus,Negative
2023-05-19 18:34:24,"Stocks making the biggest moves midday: Foot Locker, Catalent, Occidental Petroleum & more",stocks making biggest moves midday foot locker catalent occidental petroleum,Positive
2023-05-19 18:51:42,John Wick franchise tops $1 billion at global box office as Lionsgate explores splitting up,john wick franchise tops billion global box office lionsgate explores splitting,Positive
2023-05-19 19:19:50,Disney World’s “Star Wars: Galactic Starcruiser” hotel to close,disney worlds star wars galactic starcruiser hotel close,Positive
2023-05-19 20:02:58,This Austin accelerator made big claims; employees and customers say it didn’t deliver,austin accelerator made big claims employees customers say didnt deliver,Negative
2023-05-19 20:33:50,Disney’s fight with DeSantis masks a bigger problem: Its business is struggling,disneys fight desantis masks bigger problem business struggling,Negative
2023-05-19 21:45:00,"TV’s Annual Upfronts Were Light on Stars, Heavy on Drama (and Not the Scripted Kind)",tvs annual upfronts light stars heavy drama scripted kind,Neutral
2023-05-19 22:22:00,Disney’s Star Wars Hotel Was Too Much—Even for Star Wars Fans,disneys star wars hotel mucheven star wars fans,Negative
2023-05-19 23:25:35,DeSantis moves to disqualify judge in Disney lawsuit over Florida tax district,desantis moves disqualify judge disney lawsuit florida tax district,Negative
2023-05-20 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-05-20 14:30:01,"Desperate for streaming profits, media giants look to a soft ad market for help",desperate streaming profits media giants look soft ad market help,Negative
2023-05-20 17:39:06,DeSantis asks that judge be disqualified from Disney’s free speech lawsuit,desantis asks judge disqualified disneys free speech lawsuit,Negative
2023-05-20 21:39:35,Florida's DeSantis seeks to disqualify judge in Disney case,florida desantis seeks disqualify judge disney case,Negative
2023-05-21 14:42:00,"ROSEN, A LEADING LAW FIRM, Encourages The Walt Disney",rosen leading law firm encourages walt disney,Positive
2023-05-21 22:01:00,"Warner Bros Discovery chief booed at Boston University graduation, videos show",warner bros discovery chief booed boston university graduation videos show,Negative
2023-05-21 23:57:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,shareholder alert pomerantz law firm investigates claims,Negative
2023-05-22 18:16:38,Disney dismisses idea of building miniparks in US,disney dismisses idea building miniparks us,Negative
2023-05-22 22:13:36,Ray Stevenson: Thor and Star Wars actor dies aged 58,ray stevenson thor star wars actor dies aged,Negative
2023-05-22 23:21:08,Paramount streaming service to merge with Showtime on June 27,paramount streaming service merge showtime june,Negative
2023-05-22 23:32:49,"Disney begins third round of expected layoffs, cutting more than 2,500 additional jobs, source says",disney begins third round expected layoffs cutting additional jobs source says,Negative
2023-05-23 02:07:34,Ron DeSantis thinks his feud with Disney will pay off. Here's why,ron desantis thinks feud disney pay,Negative
2023-05-23 03:44:26,Actor Jeremy Renner wants tax credits for film projects in northern Nevada but he may have to wait,actor jeremy renner wants tax credits film projects northern nevada may wait,Neutral
2023-05-23 04:44:57,"Ray Stevenson: Thor, Star Wars and Rome actor's career in pictures",ray stevenson thor star wars rome actor career pictures,Positive
2023-05-23 12:45:07,How Ron DeSantis went too far,ron desantis went far,Positive
2023-05-23 16:49:43,Meta loses millions as made to sell Giphy to Shutterstock,meta loses millions made sell giphy shutterstock,Negative
2023-05-23 17:58:09,"Nike CEO John Donahoe says brands need to stand by their values amid DeSantis, Disney feud",nike ceo john donahoe says brands need stand values amid desantis disney feud,Negative
2023-05-23 20:31:11,Netflix password sharing crackdown rolls out in the U.S.,netflix password sharing crackdown rolls us,Negative
2023-05-23 20:45:31,Netflix begins its password sharing crackdown in the US and global markets,netflix begins password sharing crackdown us global markets,Negative
2023-05-23 21:29:56,Ron DeSantis: Who is the Florida governor and White House contender?,ron desantis florida governor white house contender,Neutral
2023-05-23 22:12:00,Bud Light anti-trans backlash has some weighing potential ‘chilling effect’ on corporate LGBTQ+ support,bud light antitrans backlash weighing potential chilling effect corporate lgbtq support,Neutral
2023-05-23 23:25:18,Netflix expands password sharing crackdown to UK,netflix expands password sharing crackdown uk,Negative
2023-05-24 01:56:00,Comcast to launch cable-like live-TV streaming service for $20 a month,comcast launch cablelike livetv streaming service month,Positive
2023-05-24 11:46:56,Q1 Earnings Season Highlights: Top 10 Winners and Losers According to InvestingPro,earnings season highlights top winners losers according investingpro,Positive
2023-05-24 13:08:48,Ron DeSantis 2024: Can he really beat Donald Trump in Republican race?,ron desantis really beat donald trump republican race,Positive
2023-05-24 17:01:06,THE WALT DISNEY COMPANY INVESTOR ALERT: Kaplan Fox &,walt disney company investor alert kaplan fox,Positive
2023-05-24 18:01:04,'The Little Mermaid': Disney embraces kitschy nostalgia,little mermaid disney embraces kitschy nostalgia,Positive
2023-05-24 19:03:57,Elon thinks AI could become humanity’s uber-nanny: excerpts from a dinner convo,elon thinks ai could become humanitys ubernanny excerpts dinner convo,Positive
2023-05-24 19:37:00,Not just Disney: DeSantis brings history of business battles to the presidential campaign,disney desantis brings history business battles presidential campaign,Positive
2023-05-24 21:26:38,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-05-24 21:28:05,Target on the defensive after removing LGBTQ+-themed products,target defensive removing lgbtqthemed products,Positive
2023-05-24 22:08:00,Ron DeSantis Launches Presidential Campaign After Glitchy Twitter Livestream Hosted by Elon Musk,ron desantis launches presidential campaign glitchy twitter livestream hosted elon musk,Positive
2023-05-24 22:31:48,Chinese tabloid attacks 'The Little Mermaid' over Halle Bailey's race,chinese tabloid attacks little mermaid halle bailey race,Negative
2023-05-25 00:34:00,Ron DeSantis jumps into White House race but Twitter launch marred by glitches,ron desantis jumps white house race twitter launch marred glitches,Negative
2023-05-25 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-05-25 01:25:56,Will these Trump voters back DeSantis this time?,trump voters back desantis time,Negative
2023-05-25 04:01:28,The campaign launch Ron DeSantis will want to forget,campaign launch ron desantis want forget,Positive
2023-05-25 04:12:17,Ron DeSantis gambled on Elon Musk and went bust,ron desantis gambled elon musk went bust,Negative
2023-05-25 04:27:11,Ron DeSantis Pushed Elon Musk’s Twitter to Its Breaking Point,ron desantis pushed elon musks twitter breaking point,Positive
2023-05-25 12:07:15,DeSantis makes confused Twitter entrance into 2024 US presidential campaign,desantis makes confused twitter entrance us presidential campaign,Negative
2023-05-25 12:22:30,Target is being held hostage by an anti-LGBTQ campaign,target held hostage antilgbtq campaign,Negative
2023-05-25 16:50:00,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders,shareholder alert gross law firm notifies shareholders,Negative
2023-05-25 21:42:00,"Activision, Playtika and Jam City explore innovative growth strategies for today’s mobile games",activision playtika jam city explore innovative growth strategies todays mobile games,Positive
2023-05-25 23:57:00,‘The Little Mermaid’ Review: Overlong and Under the Sea,little mermaid review overlong sea,Positive
2023-05-26 13:00:01,Disney still has plans to spend billions in Florida despite its battle with DeSantis,disney still plans spend billions florida despite battle desantis,Positive
2023-05-26 15:00:00,The Day Streaming Died,day streaming died,Negative
2023-05-26 16:56:46,Disney opposes DeSantis request to disqualify judge in free speech lawsuit,disney opposes desantis request disqualify judge free speech lawsuit,Negative
2023-05-26 19:26:28,On the road with the Republican “persuasion” candidates ,road republican persuasion candidates,Positive
2023-05-26 20:54:43,"ROSEN, GLOBAL INVESTOR COUSNEL, Encourages The Walt Disney",rosen global investor cousnel encourages walt disney,Positive
2023-05-26 21:22:42,Disney rips DeSantis bid to disqualify judge in free speech lawsuit,disney rips desantis bid disqualify judge free speech lawsuit,Negative
2023-05-27 04:50:00,'Hot labor summer': Los Angeles unions back Hollywood writers,hot labor summer los angeles unions back hollywood writers,Positive
2023-05-27 12:00:00,Combative Consumers Change the Marketing Strategy for Target and Bud Light,combative consumers change marketing strategy target bud light,Positive
2023-05-28 03:09:17,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,shareholder alert pomerantz law firm investigates claims,Negative
2023-05-28 21:42:00,Disney’s ‘Little Mermaid’ Tops Weekend Box Office,disneys little mermaid tops weekend box office,Positive
2023-05-29 14:00:01,"Streaming services are removing tons of movies and shows — it's not personal, it's strictly business",streaming services removing tons movies shows personal strictly business,Negative
2023-05-29 15:32:29,Disney’s ‘The Little Mermaid’ rakes in $117 million at the US box office on opening weekend,disneys little mermaid rakes million us box office opening weekend,Positive
2023-05-29 17:14:02,Reliance’s JioCinema breaks world record with free cricket streaming,reliances jiocinema breaks world record free cricket streaming,Positive
2023-05-31 00:00:59,Pride Month is a war. Brands are the battlefield.,pride month war brands battlefield,Positive
2023-05-31 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-05-31 04:03:25,"DeSantis kicks off presidential campaign in Iowa, calling for 'revival of American greatness'",desantis kicks presidential campaign iowa calling vival american greatness,Positive
2023-05-31 06:06:00,Global Over the Top (OTT) Market is projected to be worth,global top ott market projected worth,Positive
2023-05-31 17:04:03,MLB will broadcast San Diego Padres games after Diamond Sports stops payments,mlb broadcast san diego padres games diamond sports stops payments,Negative
2023-05-31 17:30:00,"S+C Communications Announces New East Coast Office, Appoints Former NBA Executive Kim Mandara EVP and Managing Director",sc communications announces new east coast office appoints former nba executive kim mandara evp managing director,Positive
2023-05-31 20:53:00,'The Little Mermaid's' box office will say a lot about Disney's live-action remake strategy,little mermaid box office say lot disney liveaction remake strategy,Positive
2023-05-31 23:19:40,The Walt Disney Company (DIS) Investor Alert: Investors Who,walt disney company dis investor alert investors,Negative
2023-06-01 01:31:39,CNBC Daily Open: Congratulations on getting through May,cnbc daily open congratulations getting may,Positive
2023-06-01 04:48:15,Right-wing media figures are waging an anti-LGBTQ war on businesses over Pride Month,rightwing media figures waging antilgbtq war businesses pride month,Negative
2023-06-01 08:30:01,CNBC Daily Open: We made it through May — and maybe the debt ceiling too,cnbc daily open made may maybe debt ceiling,Negative
2023-06-01 13:00:00,Join the network America relies on starting at $25/line,join network america relies starting line,Positive
2023-06-01 16:12:42,Verizon offers exclusive savings via myPlan perks and,verizon offers exclusive savings via myplan perks,Positive
2023-06-01 16:25:25,Over The Top Devices And Services Global Market Report,top devices services global market report,Positive
2023-06-01 16:34:00,SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders,shareholder alert gross law firm notifies shareholders,Negative
2023-06-02 02:12:00,"ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages The Walt",rosen global leading law firm encourages walt,Positive
2023-06-02 02:28:57,Meta asks office workers to return to in-person work,meta asks office workers return inperson work,Negative
2023-06-02 15:00:00,Spider-Man: Across the Spider-Verse Is Everything the MCU Is Missing,spiderman across spiderverse everything mcu missing,Positive
2023-06-02 18:14:31,Disney lawsuit judge removes himself from case but not for reasons cited by DeSantis,disney lawsuit judge removes case reasons cited desantis,Negative
2023-06-03 06:25:28,"Report of Wuhan-Disney talks was fake, Chinese official media says",report wuhandisney talks fake chinese official media says,Negative
2023-06-03 18:02:00,Exclusive-Walt Disney's Pixar targets 'Lightyear' execs among 75 job cuts,exclusivewalt disney pixar targets lightyear execs among job cuts,Negative
2023-06-03 19:59:31,Exclusive: Walt Disney's Pixar targets 'Lightyear' execs among 75 job cuts,exclusive walt disney pixar targets lightyear execs among job cuts,Negative
2023-06-04 16:44:00,"Hollywood directors reach labor pact, writers remain on strike",hollywood directors reach labor pact writers remain strike,Negative
2023-06-04 17:16:22,Disney struggles to control strikes at Paris park as employees continue wage battle,disney struggles control strikes paris park employees continue wage battle,Positive
2023-06-04 17:46:59,"'Spider-Man: Across the Spider-Verse' opens to $120.5 million, second-highest debut of 2023",spiderman across spiderverse opens million secondhighest debut,Positive
2023-06-05 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-06-05 13:00:22,"What to stream this week: Janelle Monáe, a Cheetos origin story, Diablo IV and ‘Avatar’",stream week janelle mone cheetos origin story diablo iv avatar,Positive
2023-06-05 14:26:38,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-06-05 17:06:00,DIS LAWSUIT ALERT: Levi & Korsinsky Notifies The Walt,dis lawsuit alert levi korsinsky notifies walt,Negative
2023-06-05 17:45:38,Former vice president Pence files paperwork to launch 2024 presidential bid in challenge to Trump,former vice president pence files paperwork launch presidential bid challenge trump,Negative
2023-06-05 20:03:24,Directors Guild's deal with Hollywood doesn't necessarily foreshadow end to writers strike,directors guild deal hollywood necessarily foreshadow end writers strike,Negative
2023-06-05 20:26:28,"Apple just announced its first major product since 2014: The Vision Pro for $3,499",apple announced first major product since vision pro,Positive
2023-06-05 20:52:44,Disney+ will be available on the Apple Vision Pro at launch,disney available apple vision pro launch,Positive
2023-06-05 21:00:29,"Apple’s $3,499 Vision Pro AR headset is finally here",apples vision pro ar headset finally,Positive
2023-06-05 22:02:57,Apple's Vision Pro headset will launch with Disney+ streaming,apple vision pro headset launch disney streaming,Positive
2023-06-06 01:06:06,Apple’s New Vision Pro: What Fashion Needs to Know,apples new vision pro fashion needs know,Positive
2023-06-06 01:44:09,Meta's heated rivalry with Apple enters new phase as the tech giants go after headsets,meta heated rivalry apple enters new phase tech giants go headsets,Positive
2023-06-06 02:48:38,"Here's what Apple unveiled at WWDC: Vision Pro, 15-inch MacBook Air, OS updates",apple unveiled wwdc vision pro inch macbook air os updates,Positive
2023-06-06 11:03:24,‘The Little Mermaid’ tanks in China and South Korea amid racist backlash from some viewers,little mermaid tanks china south korea amid racist backlash viewers,Positive
2023-06-06 13:00:00,The Corporate Metaverse Was on Life Support. Apple May or May Not Change That.,corporate metaverse life support apple may may change,Neutral
2023-06-06 13:22:04,Nikki Haley’s pitch: Ron DeSantis isn’t different enough from Donald Trump,nikki haleys pitch ron desantis isnt different enough donald trump,Neutral
2023-06-06 18:13:06,I tried Apple’s new headset. Here’s what it’s like to use,tried apples new headset heres like use,Positive
2023-06-06 20:03:35,"Apple's next challenge: It needs apps for its Vision Pro headset, but it's not on sale yet",apple next challenge needs apps vision pro headset sale yet,Neutral
2023-06-06 20:27:06,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",deadline alert bynd dis stem vtrs law offices,Neutral
2023-06-07 13:57:12,The rivalry between Meta and Apple is moving to a new playing field: virtual reality,rivalry meta apple moving new playing field virtual reality,Positive
2023-06-07 14:12:38,PGA Tour-LIV Golf merger is a major win for the Saudis — and Americans are slamming it,pga tourliv golf merger major win saudis americans slamming,Positive
